,sf
262539,C65H120O22P4
262540,C41H76O22P4
262541,C55H100O22P4
262542,C45H80O22P4
262544,C40H70O22P4
262545,C61H112O22P4
262546,C51H92O22P4
262547,C67H124O22P4
262551,C49H90O22P4
262552,C44H82O22P4
262557,C51H94O22P4
262560,C61H106O22P4
262561,C46H86O22P4
262566,C53H98O22P4
262568,C48H90O22P4
262571,C55H102O22P4
262573,C63H110O22P4
262575,C57H106O22P4
262577,C65H114O22P4
262578,C65H116O22P4
262579,C67H118O22P4
262580,C67H120O22P4
262581,C69H122O22P4
262582,C69H124O22P4
262583,C53H88O22P4
262585,C51H86O22P4
262586,C34H62O22P4
262590,C49H84O22P4
262592,C47H86O22P4
262609,C45H82O22P4
262610,C33H60O22P4
262611,C53H100O22P4
262612,C43H80O22P4
262613,C51H96O22P4
262614,C52H98O22P4
262616,C57H108O22P4
262617,C47H88O22P4
262618,C37H68O22P4
262619,C50H94O22P4
262620,C59H112O22P4
262621,C49H92O22P4
262622,C39H72O22P4
262624,C55H104O22P4
262625,C45H84O22P4
262626,C61H116O22P4
262636,C31H62O22P4
262637,C47H90O22P4
262638,C45H86O22P4
262641,C42H82O22P4
262645,C49H94O22P4
262647,C44H86O22P4
262651,C51H98O22P4
262655,C53H102O22P4
262661,C30H60O22P4
262672,C43H82O22P4
262688,C41H78O22P4
262689,C29H56O22P4
262690,C31H60O22P4
262691,C37H72O22P4
262692,C49H96O22P4
262693,C39H76O22P4
262694,C47H92O22P4
262695,C48H94O22P4
262697,C53H104O22P4
262698,C43H84O22P4
262699,C33H64O22P4
262700,C32H64O22P4
262701,C46H90O22P4
262702,C55H108O22P4
262703,C45H88O22P4
262704,C35H68O22P4
262706,C30H58O22P4
262707,C51H100O22P4
262708,C41H80O22P4
262709,C57H112O22P4
262715,C48H86O22P4
262716,C48H88O22P4
262717,C42H78O22P4
262718,C42H80O22P4
262723,C37H74O22P4
262725,C50H92O22P4
262726,C44H84O22P4
262729,C39H78O22P4
262731,C52H96O22P4
262735,C54H100O22P4
262739,C56H104O22P4
262741,C58H108O22P4
262742,C60H110O22P4
262743,C60H112O22P4
262744,C44H76O22P4
262745,C44H78O22P4
262746,C42H74O22P4
262747,C42H76O22P4
262748,C46H80O22P4
262749,C46H82O22P4
262750,C40H72O22P4
262751,C40H74O22P4
262753,C44H80O22P4
262754,C48H84O22P4
262758,C40H76O22P4
262762,C38H72O22P4
262765,C36H70O22P4
262766,C24H48O22P4
262767,C26H52O22P4
262769,C44H88O22P4
262770,C34H68O22P4
262771,C42H84O22P4
262772,C43H86O22P4
262774,C48H96O22P4
262775,C38H76O22P4
262776,C28H56O22P4
262777,C41H82O22P4
262778,C50H100O22P4
262779,C40H80O22P4
262782,C25H50O22P4
262783,C46H92O22P4
262784,C36H72O22P4
262785,C52H104O22P4
262786,C35H70O22P4
262793,C37H64O22P4
262862,C38H66O22P4
262871,C37H66O22P4
262898,C71H126O22P4
262900,C73H130O22P4
262927,C39H70O22P4
262934,C61H114O22P4
262936,C41H74O22P4
262938,C63H118O22P4
262940,C43H78O22P4
262942,C38H68O22P4
262943,C59H110O22P4
262945,C65H122O22P4
262981,C51H84O22P4
262983,C49H82O22P4
262987,C47H80O22P4
263006,C31H56O22P4
263022,C32H58O22P4
263046,C46H88O22P4
263086,C31H58O22P4
263087,C33H62O22P4
263088,C39H74O22P4
263092,C50H96O22P4
263094,C55H106O22P4
263096,C35H66O22P4
263097,C48H92O22P4
263098,C57H110O22P4
263100,C37H70O22P4
263102,C32H60O22P4
263105,C59H114O22P4
263173,C50H98O22P4
263183,C32H62O22P4
263186,C59H116O22P4
263294,C75H126O22P4
263299,C77H132O22P4
263300,C77H134O22P4
263314,C65H106O22P4
263334,C60H108O22P4
263345,C42H72O22P4
263348,C69H126O22P4
263349,C21H42O22P4
263384,C77H136O22P4
263429,C69H128O22P4
263461,C62H114O22P4
263462,C62H116O22P4
263491,C45H90O22P4
263501,C27H54O22P4
263504,C54H108O22P4
263614,C34H66O22P4
263619,C75H134O22P4
263664,C67H126O22P4
263729,C52H100O22P4
263740,C34H64O22P4
263743,C61H118O22P4
263810,C52H102O22P4
263822,C61H120O22P4
263851,C77H130O22P4
263856,C79H136O22P4
263857,C79H138O22P4
263891,C62H112O22P4
263905,C71H130O22P4
263938,C64H118O22P4
263939,C64H120O22P4
263970,C47H94O22P4
263980,C29H58O22P4
263983,C56H112O22P4
264101,C77H138O22P4
264144,C69H130O22P4
264174,C17H34O22P4
264179,C71H132O22P4
264212,C54H106O22P4
264225,C63H124O22P4
264252,C79H134O22P4
264258,C81H140O22P4
264259,C81H142O22P4
264292,C64H116O22P4
264305,C73H134O22P4
264330,C16H32O22P4
264340,C79H140O22P4
264421,C79H142O22P4
264465,C71H134O22P4
264493,C71H128O22P4
264499,C73H136O22P4
264531,C56H110O22P4
264544,C65H128O22P4
264579,C83H144O22P4
264580,C83H146O22P4
264612,C66H120O22P4
264625,C75H138O22P4
264640,C35H60O22P4
264661,C81H144O22P4
264743,C81H146O22P4
264787,C73H138O22P4
264823,C83H148O22P4
264856,C66H122O22P4
264868,C75H140O22P4
264904,C83H150O22P4
264937,C66H124O22P4
264949,C75H142O22P4
264985,C85H152O22P4
265017,C68H126O22P4
265029,C77H144O22P4
265096,C68H128O22P4
265111,C77H146O22P4
265132,C30H54O22P4
265148,C53H84O22P4
265149,C51H80O22P4
265150,C51H82O22P4
265151,C55H86O22P4
265152,C55H88O22P4
265153,C49H78O22P4
265154,C49H80O22P4
265158,C53H86O22P4
265159,C57H90O22P4
265167,C47H78O22P4
265171,C45H76O22P4
265172,C33H54O22P4
265173,C35H58O22P4
265183,C37H62O22P4
265187,C33H56O22P4
265189,C34H56O22P4
265268,C34H58O22P4
265313,C47H76O22P4
265332,C31H52O22P4
265347,C32H54O22P4
265412,C31H54O22P4
265413,C33H58O22P4
265422,C35H62O22P4
265429,C32H56O22P4
265510,C36H60O22P4
265591,C36H62O22P4
265651,C19H38O22P4
265656,C29H50O22P4
265672,C30H52O22P4
265724,C29H52O22P4
265810,C27H52O22P4
265822,C28H54O22P4
265825,C14H28O22P4
266062,C34H60O22P4
266144,C38H64O22P4
266449,C29H54O22P4
266464,C30H56O22P4
266624,C36H64O22P4
266768,C27H50O22P4
266782,C28H52O22P4
267088,C25H48O22P4
267104,C26H50O22P4
267136,C81H138O22P4
267142,C85H150O22P4
267143,C85H154O22P4
267144,C53H82O22P4
267150,C45H74O22P4
267170,C13H26O22P4
267173,C53H106O22P4
267174,C33H66O22P4
267175,C49H98O22P4
267176,C51H102O22P4
267177,C61H122O22P4
267181,C65H130O22P4
267185,C15H30O22P4
267186,C57H114O22P4
267188,C69H138O22P4
267395,C22H44O22P4
267472,C59H118O22P4
267477,C55H110O22P4
267712,C58H116O22P4
267719,C60H120O22P4
267870,C63H126O22P4
268032,C18H36O22P4
268195,C67H134O22P4
268349,C20H40O22P4
292375,C28H56O13P2
292403,C27H52O13P2
292486,C18H36O13P2
292718,C34H68O13P2
292750,C29H58O13P2
292992,C25H50O13P2
293148,C31H62O13P2
293243,C13H26O13P2
293256,C27H54O13P2
293436,C28H52O13P2
293492,C30H60O13P2
293506,C20H40O13P2
293790,C34H66O13P2
293844,C30H58O13P2
294067,C40H78O13P2
294252,C24H48O13P2
294372,C40H80O13P2
294386,C30H54O13P2
294419,C62H102O13P2
294420,C56H94O13P2
294421,C52H90O13P2
294422,C47H82O13P2
294423,C60H98O13P2
294424,C60H100O13P2
294425,C54H90O13P2
294426,C54H92O13P2
294427,C54H94O13P2
294429,C64H104O13P2
294430,C64H106O13P2
294432,C49H86O13P2
294434,C62H104O13P2
294435,C56H96O13P2
294436,C56H98O13P2
294437,C66H108O13P2
294438,C51H90O13P2
294440,C64H108O13P2
294441,C58H102O13P2
294442,C68H112O13P2
294443,C66H110O13P2
294444,C66H112O13P2
294445,C60H106O13P2
294446,C70H116O13P2
294447,C68H114O13P2
294448,C68H116O13P2
294449,C70H118O13P2
294450,C70H120O13P2
294451,C72H122O13P2
294452,C72H124O13P2
294453,C56H88O13P2
294454,C56H90O13P2
294455,C54H86O13P2
294456,C54H88O13P2
294457,C58H92O13P2
294458,C58H94O13P2
294459,C52H84O13P2
294460,C52H86O13P2
294461,C50H86O13P2
294464,C56H92O13P2
294465,C60H96O13P2
294469,C52H88O13P2
294471,C58H96O13P2
294473,C50H84O13P2
294477,C48H82O13P2
294478,C36H60O13P2
294479,C38H64O13P2
294480,C44H76O13P2
294481,C56H100O13P2
294482,C46H80O13P2
294483,C54H96O13P2
294484,C55H98O13P2
294486,C60H108O13P2
294487,C50H88O13P2
294488,C40H68O13P2
294489,C53H94O13P2
294490,C62H112O13P2
294491,C52H92O13P2
294492,C42H72O13P2
294493,C32H58O13P2
294495,C37H62O13P2
294496,C58H104O13P2
294497,C48H84O13P2
294498,C64H116O13P2
294503,C47H84O13P2
294505,C60H102O13P2
294512,C49H88O13P2
294514,C62H106O13P2
294518,C51H92O13P2
294519,C41H76O13P2
294521,C64H110O13P2
294525,C66H114O13P2
294529,C68H118O13P2
294531,C32H62O13P2
294532,C70H122O13P2
294534,C72H126O13P2
294553,C58H98O13P2
294556,C23H46O13P2
294561,C36H62O13P2
294562,C38H66O13P2
294563,C44H78O13P2
294564,C56H102O13P2
294565,C46H82O13P2
294566,C54H98O13P2
294567,C55H100O13P2
294569,C60H110O13P2
294570,C50H90O13P2
294571,C40H70O13P2
294572,C53H96O13P2
294573,C62H114O13P2
294574,C52H94O13P2
294575,C42H74O13P2
294577,C37H64O13P2
294578,C58H106O13P2
294579,C48H86O13P2
294580,C64H118O13P2
294584,C46H84O13P2
294589,C48H88O13P2
294592,C58H100O13P2
294593,C43H80O13P2
294597,C50H92O13P2
294600,C45H84O13P2
294603,C52H96O13P2
294605,C60H104O13P2
294607,C54H100O13P2
294609,C62H108O13P2
294610,C62H110O13P2
294612,C64H112O13P2
294613,C64H114O13P2
294614,C66H116O13P2
294615,C66H118O13P2
294616,C50H82O13P2
294618,C48H80O13P2
294622,C46H78O13P2
294624,C44H80O13P2
294638,C42H76O13P2
294639,C38H70O13P2
294640,C50H94O13P2
294641,C40H74O13P2
294642,C48H90O13P2
294643,C49H92O13P2
294645,C54H102O13P2
294646,C44H82O13P2
294647,C34H62O13P2
294648,C47H88O13P2
294649,C56H106O13P2
294650,C46H86O13P2
294651,C36H66O13P2
294653,C31H56O13P2
294654,C52H98O13P2
294655,C42H78O13P2
294656,C58H110O13P2
294661,C37H72O13P2
294666,C44H84O13P2
294670,C39H76O13P2
294674,C46H88O13P2
294676,C41H80O13P2
294679,C48H92O13P2
294683,C50H96O13P2
294701,C40H76O13P2
294717,C38H72O13P2
294718,C26H50O13P2
294719,C28H54O13P2
294721,C46H90O13P2
294722,C36H70O13P2
294723,C44H86O13P2
294724,C45H88O13P2
294726,C50H98O13P2
294729,C43H84O13P2
294730,C52H102O13P2
294731,C42H82O13P2
294732,C48H94O13P2
294733,C38H74O13P2
294734,C54H106O13P2
294740,C45H80O13P2
294741,C45H82O13P2
294742,C39H72O13P2
294743,C39H74O13P2
294749,C47H86O13P2
294750,C41H78O13P2
294753,C36H72O13P2
294755,C49H90O13P2
294759,C51H94O13P2
294763,C53H98O13P2
294765,C55H102O13P2
294766,C57H104O13P2
294767,C57H106O13P2
294768,C41H70O13P2
294769,C41H72O13P2
294770,C39H68O13P2
294771,C39H70O13P2
294772,C43H74O13P2
294773,C43H76O13P2
294774,C37H66O13P2
294775,C37H68O13P2
294776,C35H68O13P2
294779,C41H74O13P2
294780,C45H78O13P2
294784,C37H70O13P2
294786,C43H78O13P2
294788,C35H66O13P2
294792,C33H64O13P2
294793,C21H42O13P2
294795,C41H82O13P2
294797,C39H78O13P2
294800,C45H90O13P2
294801,C35H70O13P2
294803,C38H76O13P2
294804,C47H94O13P2
294805,C37H74O13P2
294808,C22H44O13P2
294809,C43H86O13P2
294810,C33H66O13P2
294811,C49H98O13P2
294812,C32H64O13P2
294839,C20H30O6
294874,C34H58O13P2
294890,C35H60O13P2
294926,C68H120O13P2
294928,C70H124O13P2
294955,C34H60O13P2
294956,C36H64O13P2
294961,C58H108O13P2
294963,C38H68O13P2
294965,C60H112O13P2
294967,C40H72O13P2
294969,C35H62O13P2
294970,C56H104O13P2
294973,C62H116O13P2
295008,C48H78O13P2
295010,C46H76O13P2
295014,C44H74O13P2
295031,C28H50O13P2
295047,C29H52O13P2
295070,C43H82O13P2
295112,C30H56O13P2
295113,C36H68O13P2
295117,C47H90O13P2
295119,C52H100O13P2
295121,C32H60O13P2
295122,C45H86O13P2
295123,C54H104O13P2
295125,C34H64O13P2
295127,C29H54O13P2
295130,C56H108O13P2
295196,C47H92O13P2
295206,C29H56O13P2
295209,C56H110O13P2
295317,C72H120O13P2
295322,C74H126O13P2
295323,C74H128O13P2
295337,C62H100O13P2
295355,C57H102O13P2
295366,C39H66O13P2
295369,C66H120O13P2
295404,C74H130O13P2
295450,C66H122O13P2
295483,C59H108O13P2
295484,C59H110O13P2
295513,C42H84O13P2
295526,C51H102O13P2
295641,C72H128O13P2
295688,C64H120O13P2
295701,C26H52O13P2
295756,C49H94O13P2
295764,C31H58O13P2
295767,C58H112O13P2
295789,C49H96O13P2
295803,C24H36O5
295843,C31H60O13P2
295846,C58H114O13P2
295875,C74H124O13P2
295880,C76H130O13P2
295881,C76H132O13P2
295914,C59H106O13P2
295927,C68H124O13P2
295960,C61H112O13P2
295961,C61H114O13P2
295982,C24H34O4
295994,C44H88O13P2
296003,C53H106O13P2
296120,C74H132O13P2
296167,C66H124O13P2
296201,C68H126O13P2
296231,C51H100O13P2
296244,C60H118O13P2
296273,C76H128O13P2
296278,C78H134O13P2
296279,C78H136O13P2
296312,C61H110O13P2
296325,C70H128O13P2
296361,C76H134O13P2
296444,C76H136O13P2
296487,C68H128O13P2
296515,C68H122O13P2
296521,C70H130O13P2
296553,C53H104O13P2
296564,C62H122O13P2
296599,C80H138O13P2
296600,C80H140O13P2
296634,C63H114O13P2
296647,C72H132O13P2
296682,C78H138O13P2
296765,C78H140O13P2
296810,C70H132O13P2
296845,C80H142O13P2
296878,C63H116O13P2
296881,C26H45NO7S
296892,C72H134O13P2
296927,C80H144O13P2
296960,C63H118O13P2
296973,C72H136O13P2
297007,C82H146O13P2
297041,C65H120O13P2
297055,C74H138O13P2
297121,C65H122O13P2
297130,C34H56O13P2
297135,C74H140O13P2
297173,C50H78O13P2
297174,C48H74O13P2
297175,C48H76O13P2
297176,C52H80O13P2
297177,C52H82O13P2
297178,C46H72O13P2
297179,C46H74O13P2
297183,C50H80O13P2
297184,C54H84O13P2
297192,C44H72O13P2
297197,C42H70O13P2
297198,C30H48O13P2
297199,C32H52O13P2
297213,C31H50O13P2
297276,C30H50O13P2
297277,C32H54O13P2
297292,C31H52O13P2
297335,C44H70O13P2
297355,C28H46O13P2
297371,C29H48O13P2
297436,C28H48O13P2
297437,C30H52O13P2
297446,C32H56O13P2
297452,C29H50O13P2
297512,C26H46O13P2
297535,C33H54O13P2
297618,C33H56O13P2
297680,C26H44O13P2
297696,C27H46O13P2
297769,C27H48O13P2
297831,C24H46O13P2
297847,C25H48O13P2
297891,C10H20O13P2
297906,C14H28O13P2
297924,C28H44O3
298058,C11H22O13P2
298091,C31H54O13P2
298174,C35H58O13P2
298481,C26H48O13P2
298494,C27H50O13P2
298655,C33H58O13P2
298799,C24H44O13P2
298813,C25H46O13P2
299116,C22H42O13P2
299128,C23H44O13P2
299160,C78H132O13P2
299166,C82H144O13P2
299167,C82H148O13P2
299168,C50H76O13P2
299174,C42H68O13P2
299193,C50H100O13P2
299195,C46H92O13P2
299196,C48H96O13P2
299198,C58H116O13P2
299202,C62H124O13P2
299206,C12H24O13P2
299207,C54H108O13P2
299209,C66H132O13P2
299283,C16H32O13P2
299426,C19H38O13P2
299501,C56H112O13P2
299506,C52H104O13P2
299737,C55H110O13P2
299745,C57H114O13P2
299896,C60H120O13P2
300056,C15H30O13P2
300081,C21H32O5
300222,C64H128O13P2
300335,C21H32O4
300371,C21H28O5
300376,C17H34O13P2
300435,C29H48O3
300544,C28H46O3
301085,C29H48O2
301235,C29H46O2
301646,C26H43NO5
301898,C21H30O4
302096,C10H10O6
302297,C29H50O
302974,C20H28O5
303439,C20H34O6
304067,C37H60N7O17P3S
304069,C19H30O3
304073,C19H26O3
304074,C19H26O4
304081,C21H30O5
304082,C21H30O3
304088,C19H28O3
304089,C21H32O3
304108,C48H80N7O21P3S
304109,C48H78N7O20P3S
304110,C26H43NO6
304111,C26H45NO6S
304113,C48H80N7O20P3S
304119,C21H26O5
304120,C21H28O4
304121,C21H26O4
304123,C24H38O4
304126,C26H42N7O17P3S
304127,C30H45N5O4
304128,C19H32O3
304129,C45H68N7O19P3S
304143,C48H74N7O18P3S
304354,C24H40O3
304369,C24H38O3
304387,C18H24O3
304400,C64H109NO18
304401,C64H111NO18
304402,C58H103NO18
304403,C54H99NO18
304405,C49H91NO18
304406,C62H107NO18
304407,C62H109NO18
304408,C56H99NO18
304409,C56H101NO18
304410,C56H103NO18
304412,C66H113NO18
304413,C66H115NO18
304414,C51H95NO18
304416,C64H113NO18
304417,C58H105NO18
304418,C45H74O2
304419,C58H107NO18
304420,C68H117NO18
304421,C68H119NO18
304422,C53H99NO18
304424,C66H117NO18
304425,C60H111NO18
304426,C70H121NO18
304427,C70H123NO18
304429,C68H121NO18
304430,C62H115NO18
304431,C56H97NO18
304432,C72H125NO18
304433,C72H127NO18
304435,C70H125NO18
304436,C74H131NO18
304438,C72H129NO18
304440,C74H133NO18
304441,C58H97NO18
304442,C58H99NO18
304443,C56H95NO18
304444,C60H101NO18
304445,C60H103NO18
304446,C54H93NO18
304447,C54H95NO18
304448,C52H95NO18
304451,C58H101NO18
304452,C62H105NO18
304456,C54H97NO18
304458,C60H105NO18
304460,C52H93NO18
304464,C50H91NO18
304465,C38H69NO18
304466,C40H73NO18
304467,C46H85NO18
304468,C58H109NO18
304469,C48H89NO18
304470,C56H105NO18
304471,C57H107NO18
304473,C62H117NO18
304474,C52H97NO18
304475,C42H77NO18
304476,C55H103NO18
304477,C64H121NO18
304478,C54H101NO18
304479,C44H81NO18
304481,C39H71NO18
304482,C60H113NO18
304483,C50H93NO18
304484,C66H125NO18
304485,C59H111NO18
304488,C63H106N2O16
304489,C63H108N2O16
304490,C57H100N2O16
304491,C53H96N2O16
304492,C48H88N2O16
304493,C61H104N2O16
304494,C61H106N2O16
304495,C55H96N2O16
304496,C55H98N2O16
304497,C55H100N2O16
304499,C65H110N2O16
304500,C65H112N2O16
304501,C50H92N2O16
304503,C63H110N2O16
304504,C57H102N2O16
304505,C57H104N2O16
304506,C67H114N2O16
304507,C67H116N2O16
304508,C52H96N2O16
304510,C65H114N2O16
304511,C59H108N2O16
304512,C69H118N2O16
304513,C69H120N2O16
304515,C67H118N2O16
304516,C61H112N2O16
304517,C71H122N2O16
304518,C71H124N2O16
304520,C69H122N2O16
304521,C73H128N2O16
304523,C71H126N2O16
304525,C73H130N2O16
304526,C57H94N2O16
304527,C57H96N2O16
304528,C55H92N2O16
304529,C55H94N2O16
304530,C59H98N2O16
304531,C59H100N2O16
304532,C53H90N2O16
304533,C53H92N2O16
304534,C51H92N2O16
304537,C57H98N2O16
304538,C61H102N2O16
304542,C53H94N2O16
304544,C59H102N2O16
304546,C51H90N2O16
304550,C49H88N2O16
304551,C37H66N2O16
304552,C39H70N2O16
304553,C45H82N2O16
304554,C57H106N2O16
304555,C47H86N2O16
304556,C55H102N2O16
304557,C56H104N2O16
304559,C61H114N2O16
304560,C51H94N2O16
304561,C41H74N2O16
304562,C54H100N2O16
304563,C63H118N2O16
304564,C53H98N2O16
304565,C43H78N2O16
304567,C38H68N2O16
304569,C59H110N2O16
304570,C49H90N2O16
304571,C65H122N2O16
304572,C58H108N2O16
304574,C105H173N5O47
304575,C105H175N5O47
304576,C99H167N5O47
304577,C95H163N5O47
304578,C90H155N5O47
304579,C103H171N5O47
304580,C103H173N5O47
304581,C97H163N5O47
304582,C97H165N5O47
304583,C97H167N5O47
304585,C107H177N5O47
304586,C55H107NO13
304587,C107H179N5O47
304588,C92H159N5O47
304590,C105H177N5O47
304591,C99H169N5O47
304592,C99H171N5O47
304593,C109H181N5O47
304595,C109H183N5O47
304596,C94H163N5O47
304598,C107H181N5O47
304599,C101H175N5O47
304600,C111H185N5O47
304601,C111H187N5O47
304603,C109H185N5O47
304604,C103H179N5O47
304605,C113H189N5O47
304606,C113H191N5O47
304608,C111H189N5O47
304609,C115H195N5O47
304611,C113H193N5O47
304613,C115H197N5O47
304614,C99H161N5O47
304615,C93H159N5O47
304616,C99H163N5O47
304617,C97H159N5O47
304618,C97H161N5O47
304619,C101H165N5O47
304620,C101H167N5O47
304621,C95H157N5O47
304622,C95H159N5O47
304626,C99H165N5O47
304627,C103H169N5O47
304632,C95H161N5O47
304634,C101H169N5O47
304636,C93H157N5O47
304639,C73H129N3O31
304641,C91H155N5O47
304642,C79H133N5O47
304643,C81H137N5O47
304644,C87H149N5O47
304645,C99H173N5O47
304646,C89H153N5O47
304647,C97H169N5O47
304649,C98H171N5O47
304651,C103H181N5O47
304652,C93H161N5O47
304653,C83H141N5O47
304654,C96H167N5O47
304655,C105H185N5O47
304656,C95H165N5O47
304657,C85H145N5O47
304659,C80H135N5O47
304660,C101H177N5O47
304661,C91H157N5O47
304662,C107H189N5O47
304663,C100H175N5O47
304666,C90H150N6O55
304667,C91H152N6O55
304668,C92H154N6O55
304669,C94H158N6O55
304670,C96H162N6O55
304671,C98H166N6O55
304672,C100H170N6O55
304673,C63H110N2O21
304674,C102H174N6O55
304675,C106H182N6O55
304676,C108H186N6O55
304677,C110H190N6O55
304678,C114H198N6O55
304679,C116H202N6O55
304680,C118H206N6O55
304681,C106H176N6O55
304682,C108H180N6O55
304683,C108H178N6O55
304684,C108H176N6O55
304685,C110H180N6O55
304686,C112H184N6O55
304687,C59H106N2O21
304688,C114H188N6O55
304689,C116H192N6O55
304690,C118H196N6O55
304691,C120H200N6O55
304692,C122H204N6O55
304693,C124H208N6O55
304694,C126H212N6O55
304695,C110H178N6O55
304696,C112H182N6O55
304697,C114H186N6O55
304698,C116H190N6O55
304699,C118H194N6O55
304700,C120H198N6O55
304701,C122H202N6O55
304702,C124H206N6O55
304703,C104H174N6O55
304704,C106H178N6O55
304705,C108H182N6O55
304707,C110H186N6O55
304710,C110H184N6O55
304712,C110H182N6O55
304713,C70H120N4O39
304714,C112H186N6O55
304715,C114H190N6O55
304716,C116H194N6O55
304717,C118H198N6O55
304718,C120H202N6O55
304719,C122H206N6O55
304721,C124H210N6O55
304722,C126H214N6O55
304730,C104H176N6O55
304731,C106H180N6O55
304734,C84H146N4O39
304735,C108H184N6O55
304736,C110H188N6O55
304737,C112H192N6O55
304738,C114H196N6O55
304741,C101H172N6O55
304742,C103H176N6O55
304743,C105H180N6O55
304747,C107H184N6O55
304748,C109H188N6O55
304749,C102H172N6O55
304754,C111H192N6O55
304756,C101H167N7O63
304757,C102H169N7O63
304758,C103H171N7O63
304759,C105H175N7O63
304760,C107H179N7O63
304761,C109H183N7O63
304762,C79H138N4O39
304763,C111H187N7O63
304764,C113H191N7O63
304765,C117H199N7O63
304766,C119H203N7O63
304767,C121H207N7O63
304768,C125H215N7O63
304770,C127H219N7O63
304771,C129H223N7O63
304772,C117H193N7O63
304773,C119H197N7O63
304774,C119H195N7O63
304775,C119H199N7O63
304776,C119H193N7O63
304777,C121H197N7O63
304778,C123H201N7O63
304779,C125H205N7O63
304780,C127H209N7O63
304781,C92H154N4O39
304782,C129H213N7O63
304783,C131H217N7O63
304784,C133H221N7O63
304785,C135H225N7O63
304786,C137H229N7O63
304787,C69H121N3O31
304788,C121H195N7O63
304789,C123H199N7O63
304790,C125H203N7O63
304791,C127H207N7O63
304792,C129H211N7O63
304794,C131H215N7O63
304795,C133H219N7O63
304796,C135H223N7O63
304797,C115H191N7O63
304798,C117H195N7O63
304799,C92H156N4O39
304800,C121H203N7O63
304803,C121H201N7O63
304805,C115H193N7O63
304806,C121H199N7O63
304807,C123H203N7O63
304808,C125H207N7O63
304809,C127H211N7O63
304810,C129H215N7O63
304811,C94H156N4O39
304812,C131H219N7O63
304813,C133H223N7O63
304814,C135H227N7O63
304815,C137H231N7O63
304817,C86H146N4O39
304823,C94H158N4O39
304824,C117H197N7O63
304827,C119H201N7O63
304828,C121H205N7O63
304829,C123H209N7O63
304830,C125H213N7O63
304833,C112H189N7O63
304834,C114H193N7O63
304835,C116H197N7O63
304840,C118H201N7O63
304841,C120H205N7O63
304842,C113H189N7O63
304848,C122H209N7O63
304849,C88H150N4O39
304850,C86H148N4O39
304851,C86H150N4O39
304853,C96H160N4O39
304854,C96H162N4O39
304855,C81H142N4O39
304857,C94H160N4O39
304859,C88H152N4O39
304860,C88H154N4O39
304861,C98H164N4O39
304862,C98H166N4O39
304863,C83H146N4O39
304865,C96H164N4O39
304866,C90H158N4O39
304868,C100H168N4O39
304869,C100H170N4O39
304871,C98H168N4O39
304872,C92H162N4O39
304873,C102H172N4O39
304874,C102H174N4O39
304875,C82H142N4O39
304877,C100H172N4O39
304878,C104H178N4O39
304880,C102H176N4O39
304882,C104H180N4O39
304883,C76H132N4O39
304884,C88H144N4O39
304885,C88H146N4O39
304886,C86H142N4O39
304887,C86H144N4O39
304888,C90H148N4O39
304889,C90H150N4O39
304890,C84H140N4O39
304891,C84H142N4O39
304893,C88H148N4O39
304894,C92H152N4O39
304898,C84H144N4O39
304901,C90H152N4O39
304903,C82H140N4O39
304907,C80H138N4O39
304908,C68H116N4O39
304910,C88H156N4O39
304911,C78H136N4O39
304912,C86H152N4O39
304913,C87H154N4O39
304915,C92H164N4O39
304916,C82H144N4O39
304917,C72H124N4O39
304918,C85H150N4O39
304920,C94H168N4O39
304921,C84H148N4O39
304922,C74H128N4O39
304924,C69H118N4O39
304925,C90H160N4O39
304926,C80H140N4O39
304927,C96H172N4O39
304928,C89H158N4O39
304938,C57H99N3O31
304947,C54H98N2O21
304990,C43H76N2O21
305009,C45H80N2O21
305019,C51H92N2O21
305080,C41H82NO6P
305088,C75H131N3O31
305126,C45H80O2
305140,C75H133N3O31
305160,C106H174N6O55
305168,C77H131N3O31
305175,C59H103N3O31
305182,C85H143N3O31
305193,C104H178N6O55
305203,C112H194N6O55
305207,C83H139N3O31
305208,C83H141N3O31
305209,C77H133N3O31
305211,C68H121N3O31
305212,C81H137N3O31
305213,C81H139N3O31
305214,C75H129N3O31
305216,C85H145N3O31
305217,C70H125N3O31
305219,C83H143N3O31
305220,C77H135N3O31
305221,C77H137N3O31
305222,C87H147N3O31
305223,C87H149N3O31
305224,C72H129N3O31
305225,C71H125N3O31
305227,C85H147N3O31
305228,C79H141N3O31
305229,C89H151N3O31
305230,C89H153N3O31
305232,C87H151N3O31
305233,C81H145N3O31
305234,C91H155N3O31
305235,C46H82O2
305236,C91H157N3O31
305238,C89H155N3O31
305239,C93H161N3O31
305241,C91H159N3O31
305243,C93H163N3O31
305244,C77H127N3O31
305245,C77H129N3O31
305246,C75H125N3O31
305247,C75H127N3O31
305248,C79H131N3O31
305249,C79H133N3O31
305250,C73H123N3O31
305251,C73H125N3O31
305255,C81H135N3O31
305259,C73H127N3O31
305261,C79H135N3O31
305263,C71H123N3O31
305265,C65H115N3O31
305266,C77H139N3O31
305267,C67H119N3O31
305268,C75H135N3O31
305269,C76H137N3O31
305271,C81H147N3O31
305272,C71H127N3O31
305273,C61H107N3O31
305274,C74H133N3O31
305275,C83H151N3O31
305277,C63H111N3O31
305279,C58H101N3O31
305280,C79H143N3O31
305281,C69H123N3O31
305282,C85H155N3O31
305283,C78H141N3O31
305285,C69H116N2O21
305286,C69H118N2O21
